,author_name,book_name,book_link,book_category
2944,الكاتب غابرييل غارسيا ماركيز,ليلة الكروان وقصص أخرى ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D984D98AD984D8A9D8A7D984D983D8B1D988D8A7D986D988D982D8B5D8B5D8A3D8AED8B1D9894480.Foulabook.com_.1522076534.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2945,الكاتب غابرييل غارسيا ماركيز,كيف تحكى حكاية ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D983D98AD981D8AAD8ADD983D989D8ADD983D8A7D98AD8A93237.Foulabook.com_.1522076381.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2946,الكاتب غابرييل غارسيا ماركيز,لا يوجد لصوص في هذه المدينة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D984D8A7D98AD988D8ACD8AFD984D8B5D988D8B5D981D98AD987D8B0D987D8A7D984D985D8AFD98AD986D8A92510.Foulabook.com_.1522076157.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2947,الكاتب غابرييل غارسيا ماركيز,خريف البطريرك ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8AED8B1D98AD981D8A7D984D8A8D8B7D8B1D98AD8B1D9833042.Foulabook.com_.1521823584.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2948,الكاتب غابرييل غارسيا ماركيز,خبر اختطاف ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8AED8A8D8B1D8A7D8AED8AAD8B7D8A7D9813894.Foulabook.com_.1521823703.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2949,الكاتب غابرييل غارسيا ماركيز,في ساعة نحس ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D981D98AD8B3D8A7D8B9D8A9D986D8ADD8B35811.Foulabook.com_.1521824008.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2950,الكاتب غابرييل غارسيا ماركيز,الجنرال في متاهته ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8A7D984D8ACD986D8B1D8A7D984D981D98AD985D8AAD8A7D987D8AAD9879376.Foulabook.com_.1521822914.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2951,الكاتب غابرييل غارسيا ماركيز,إيرينديرا البريئة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8A5D98AD8B1D98AD986D8AFD98AD8B1D8A7D8A7D984D8A8D8B1D98AD8A6D8A98331.Foulabook.com_.1522075998.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2952,الكاتب غابرييل غارسيا ماركيز,قصص ضائعة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D982D8B5D8B5D8B6D8A7D8A6D8B9D8A93184.Foulabook.com_.1521824924.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2953,الكاتب غابرييل غارسيا ماركيز,نزوة القص المباركة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D986D8B2D988D8A9D8A7D984D982D8B5D8A7D984D985D8A8D8A7D8B1D983D8A97030.Foulabook.com_.1521824817.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2954,الكاتب غابرييل غارسيا ماركيز,ليالى الحب والرعب ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D984D98AD8A7D984D989D8A7D984D8ADD8A8D988D8A7D984D8B1D8B9D8A83169.Foulabook.com_.1521824585.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2955,الكاتب غابرييل غارسيا ماركيز,عشت لأروي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8B9D8B4D8AAD98FD984D8A3D8B1D988D98A7440.Foulabook.com_.1521824409.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2956,الكاتب غابرييل غارسيا ماركيز,الأم الكبيرة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8A7D984D8A3D985D8A7D984D983D8A8D98AD8B1D8A97498.Foulabook.com_.1521824149.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2957,الكاتب غابرييل غارسيا ماركيز,خطبة لاذعة ضد رجل جالس ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8AED8B7D8A8D8A9D984D8A7D8B0D8B9D8A9D8B6D8AFD8B1D8ACD984D8ACD8A7D984D8B36986.Foulabook.com_.1521823415.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2958,الكاتب غابرييل غارسيا ماركيز,عن الحب وشياطين أخرى ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8B9D986D8A7D984D8ADD8A8D988D8B4D98AD8A7D8B7D98AD986D8A3D8AED8B1D9899204.Foulabook.com_.1521823334.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2959,الكاتب غابرييل غارسيا ماركيز,قصة موت معلن ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D982D8B5D8A9D985D988D8AAD985D8B9D984D9861685.Foulabook.com_.1521822712.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2960,الكاتب غابرييل غارسيا ماركيز,ذاكرة غانياتي الحزينات ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8B0D8A7D983D8B1D8A9D8BAD8A7D986D98AD8A7D8AAD98AD8A7D984D8ADD8B2D98AD986D8A7D8AA4100.Foulabook.com_.1521822597.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2961,الكاتب غابرييل غارسيا ماركيز,الحب في زمن الكوليرا ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/10/D8A7D984D8ADD8A8D981D98AD8B2D985D986D8A7D984D983D988D984D98AD8B1D8A73911.Foulabook.com_.1521822493.pdf,   الأدب العربي  الروايات العالمية المترجمة  روايات عربية
2962,الكاتب غسان كنفانى, عالم ليس لنا ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/12163.Foulabook.com_.2018-01-20.1516455398.pdf,   الأدب العربي  روايات عربية
2963,الكاتب غسان كنفانى, رسائل غسان كنفاني لغادة السمان ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/65104.Foulabook.com_.2018-01-20.1516455139.pdf,   الأدب العربي  روايات عربية
2964,الكاتب غسان كنفانى, أرض البرتقال الحزين ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/46408.Foulabook.com_.2018-01-20.1516454815.pdf,   الأدب العربي  روايات عربية
2965,الكاتب غسان كنفانى, عائد الى حيفا ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/50945.Foulabook.com_.2018-01-20.1516454401.pdf,   الأدب العربي  روايات عربية
2966,الكاتب غسان كنفانى, رجال في الشمس ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/35883.Foulabook.com_.2018-01-06.1515240407.pdf,   الأدب العربي  روايات عربية
2967,الكاتب فؤاد نعمة, ملخص قواعد اللغة العربية ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/10/D985D983D8AAD8A8D8A9D986D988D8B1D985D984D8AED8B5D982D988D8A7D8B9D8AFD8A7D984D984D8BAD8A9D8A7D984D8B9D8B1D8A8D98AD8A92.pdf,   النحو والصرف
2968,الكاتب فرانز كافكا,التحول  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/03/D8B1D988D8A7D98AD8A9D8A7D984D8AAD8ADD988D984PDF.pdf,   الروايات العالمية المترجمة
2969,الكاتب فرانسيس فوكوياما, نهاية الإنسان عواقب الثورة البيوتكنولوجية ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/D985D983D8AAD8A8D8A9D986D988D8B1D986D987D8A7D98AD8A9D8A7D984D8A5D986D8B3D8A7D986D8B9D988D8A7D982D8A8D8A7D984D8ABD988D8B1D8A9D8A7D984D8A8D98AD988D8AAD983D986D988D984D988D8ACD98AD8A9.pdf,   التاريخ الحديث
2970,الكاتب فرانسيس فوكوياما, نهاية التاريخ وخاتم البشر ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/D985D983D8AAD8A8D8A9D986D988D8B1D986D987D8A7D98AD8A9D8A7D984D8AAD8A7D8B1D98AD8AED988D8AED8A7D8AAD985D8A7D984D8A8D8B4D8B1.pdf,   التاريخ
2972,الكاتب فرانسيس فوكوياما, نهاية التاريخ والإنسان الأخير ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/05/D985D983D8AAD8A8D8A9D986D988D8B1D986D987D8A7D98AD8A9D8A7D984D8AAD8A7D8B1D98AD8AED988D8A7D984D8A5D986D8B3D8A7D986D8A7D984D8A3D8AED98AD8B1.pdf,   التاريخ الحديث
2973,الكاتب فرانسيس ويتني, موجز التاريخ الأمريكي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/D985D983D8AAD8A8D8A9D986D988D8B1D985D988D8ACD8B2D8A7D984D8AAD8A7D8B1D98AD8AED8A7D984D8A3D985D8B1D98AD983D98A-compressed.pdf,   التاريخ القديم
2974,الكاتب فرج جبران, تعال معي الى باكستان ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/D8AAD8B9D8A7D984D985D8B9D98AD8A7D984D989D8A8D8A7D983D8B3D8AAD8A7D986.pdf,   أدب الرحلات
2975,الكاتب فرج جبران, برلين مدن العالم الكبرى ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/D8A8D8B1D984D98AD986.pdf,   أدب الرحلات
2976,الكاتب فرج جبران, ستالين  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/D985D983D8AAD8A8D8A9D986D988D8B1D8B3D8AAD8A7D984D98AD986-compressed.pdf,   التاريخ الحديث
2977,الكاتب فهد عامر الأحمدي, حول العالم  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/02/D8ADD988D984D8A7D984D8B9D8A7D984D985_79881_Foulabook.com_.pdf,   الأدب
2978,الكاتب فهد عامر الأحمدي, نظرية الفستق الجزء الأول ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/02/D986D8B8D8B1D98AD8A9D8A7D984D981D8B3D8AAD982_63507_Foulabook.com_.pdf,   التنمية الذاتية
2979,الكاتب فهد عامر الأحمدي, نظرية الفستق 2  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/03/D986D8B8D8B1D98AD8A9D8A7D984D981D8B3D8AAD982D8A7D984D8ACD8B2D8A1D8A7D984D8ABD8A7D986D98AD8ADD8B5D8B1D98AD8A7.pdf,   التنمية الذاتية
2980,الكاتب فهد عامر الأحمدي, نظرية الفستق جزء 1  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/03/D985D983D8AAD8A8D8A9D986D988D8B1D986D8B8D8B1D98AD8A9D8A7D984D981D8B3D8AAD9822.pdf,   التنمية الذاتية
2981,الكاتب فيفيان بوكان, كيف تتحدث بثقة أمام الناس ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D983D98AD981-D8AAD8AAD8ADD8AFD8AB-D8A8D8ABD982D8A9-D8A3D985D8A7D985-D8A7D984D986D8A7D8B3-.pdf,   تطوير الذات
2982,الكاتب فيكتور هوجو,البؤساء الجزء الأول ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D8A7D984D8A8D8A4D8B3D8A7D8A1D8A7D984D8ACD8B2D8A1D8A7D984D8A3D988D984_19498__.pdf,   روايات عربية
2983,الكاتب كارل ألبريخت, الذكاء الإجتماعي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D8A7D984D8B0D983D8A7D8A1D8A7D984D8A5D8ACD8AAD985D8A7D8B9D98A.pdf,   التنمية الذاتية
2984,الكاتب كامل كيلانى, العلبة المسحورة  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/11/40792927.pdf,  قصص أطفال
2985,الكاتب كامل كيلانى, العرندس  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/11/51617146.pdf,  قصص أطفال
2986,الكاتب كامل كيلانى, العاصفة  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/11/71941829.pdf,  قصص أطفال
2987,الكاتب كامل كيلانى, الصياد والعنكبة  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/11/71503171.pdf,  قصص أطفال
2988,الكاتب كامل كيلانى, الصديقتان  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/11/83862515.pdf,  قصص أطفال
2989,الكاتب كامل كيلانى, الشيخ الهندي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8B4D98AD8AED8A7D984D987D986D8AFD98A.pdf,  قصص أطفال
2990,الكاتب كامل كيلانى, الشمعدان الحديدي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8B4D985D8B9D8AFD8A7D986D8A7D984D8ADD8AFD98AD8AFD98A.pdf,  قصص أطفال
2991,الكاتب كامل كيلانى, السندباد البحري ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8B3D986D8AFD8A8D8A7D8AFD8A7D984D8A8D8ADD8B1D98A.pdf,  قصص أطفال
2992,الكاتب كامل كيلانى, السنجاب الصغير ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8B3D986D8ACD8A7D8A8D8A7D984D8B5D8BAD98AD8B1.pdf,  قصص أطفال
2993,الكاتب كامل كيلانى, السعيد حسن ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8B3D8B9D98AD8AFD8ADD8B3D986.pdf,  قصص أطفال
2994,الكاتب كامل كيلانى, الديك الظريف ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8AFD98AD983D8A7D984D8B8D8B1D98AD981.pdf,  العلوم السياسية والاستراتيجية
2995,الكاتب كامل كيلانى, الدجاجة الصغيرة الحمراء ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8AFD8ACD8A7D8ACD8A9D8A7D984D8B5D8BAD98AD8B1D8A9D8A7D984D8ADD985D8B1D8A7D8A1.pdf,  قصص أطفال
2996,الكاتب كامل كيلانى, الحمار القارئ ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8ADD985D8A7D8B1D8A7D984D982D8A7D8B1D8A6.pdf,  قصص أطفال
2997,الكاتب كامل كيلانى, التاجر مرمر ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8AAD8A7D8ACD8B1D985D8B1D985D8B1.pdf,  قصص أطفال
2998,الكاتب كامل كيلانى, البيت الجديد ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8A8D98AD8AAD8A7D984D8ACD8AFD98AD8AF.pdf,  قصص أطفال
2999,الكاتب كامل كيلانى, الأميرة القاسية ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8A3D985D98AD8B1D8A9D8A7D984D982D8A7D8B3D98AD8A9.pdf,  قصص أطفال
3000,الكاتب كامل كيلانى, الأمير مشمش ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/D8A7D984D8A7D985D98AD8B1D985D8B4D985D8B4.pdf,  قصص أطفال
3001,الكاتب كامل كيلانى, الأمير المسحور ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/35250715.pdf,  قصص أطفال
3002,الكاتب كامل كيلانى, الأمير الحادي والخمسون ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/07/81584297.pdf,  قصص أطفال
3003,الكاتب كامل كيلانى, الأسد والثيران الثلاثة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/19086314.pdf,  قصص أطفال
3005,الكاتب كامل كيلانى, الأرنب والصياد ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/80757571.pdf,  قصص أطفال
3006,الكاتب كامل كيلانى, الأرنب العاصي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/82514958.pdf,  قصص أطفال
3007,الكاتب كامل كيلانى, الأرنب الذكي ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/42693159.pdf,  قصص أطفال
3008,الكاتب كامل كيلانى, ابن جبير في مصر والحجاز ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/74831581.pdf,  قصص أطفال  التاريخ الإسلامي
3009,الكاتب كامل كيلانى, أمير العفاريت ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/38291373.pdf,  قصص أطفال
3010,الكاتب كامل كيلانى, أم سند وأم هند ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/24827196.pdf,  قصص أطفال
3011,الكاتب كامل كيلانى, أضواء من المولد السعيد ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/37240839.pdf,  قصص أطفال
3012,الكاتب كامل كيلانى, أصدقاء الربيع ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/86085948.pdf,  قصص أطفال
3013,الكاتب كامل كيلانى, أسرة السناجيب ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/39506480.pdf,  قصص أطفال
3014,الكاتب كامل كيلانى, أسرار عمار ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/41929628.pdf,  قصص أطفال
3015,الكاتب كامل كيلانى, أرنب في القمر ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/83171415.pdf,  قصص أطفال
3016,الكاتب كامل كيلانى, أحلام بسبسة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/95361703.pdf,  قصص أطفال
3017,الكاتب كامل كيلانى, أبو صير وأبو قير ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/80735394.pdf,  قصص أطفال
3018,الكاتب كامل كيلانى, أبو خربوش ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/37308352.pdf,  قصص أطفال
3019,الكاتب كامل كيلانى, أبو الحسن ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/19491969.pdf,  قصص أطفال
3020,الكاتب كريم الشاذلى, سحابة صيف  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/03/D8B3D8ADD8A7D8A8D8A9D8B5D98AD981_Foulabook.com_.pdf,   روايات عربية
3021,الكاتب كريم الشاذلى, إلى حبيبين  ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/03/D8A5D984D989D8ADD8A8D98AD8A8D98AD986_Foulabook.com_.pdf,   التنمية الذاتية
3022,الكاتب كريم الشاذلى, الشخصية الساحرة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/03/D8A7D984D8B4D8AED8B5D98AD8A9D8A7D984D8B3D8A7D8ADD8B1D8A9_Foulabook.com_.pdf,   التنمية الذاتية
3023,الكاتب كريم الشاذلى, أفكار صغيرة لحياة كبيرة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/03/D8A3D981D983D8A7D8B1D8B5D8BAD98AD8B1D8A9D984D8ADD98AD8A7D8A9D983D8A8D98AD8B1D8A9_Foulabook.com_.pdf,   التنمية الذاتية
3024,الكاتب كريم الشاذلى,تلخيص  امراة من طراز خاص ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/02/D8A7D985D8B1D8A3D8A9D985D986D8B7D8B1D8A7D8B2D8AED8A7D8B5_Foulabook.com_.pdf,  الأدب  التنمية الذاتية
3025,الكاتب كريم الشاذلى, أصنع لنفسك ماركة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/05/D8A3D8B5D986D8B9D984D986D981D8B3D983D985D8A7D8B1D983D8A9.pdf,   التنمية الذاتية
3026,الكاتب كريم الشاذلى, 250 حكمة تساعدك في بناء حياتك ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/250D8ADD983D985D8A9D8AAD8B3D8A7D8B9D8AFD983D981D98AD8A8D986D8A7D8A1D8ADD98AD8A7D8AAD983D988D8A7D8AAD8B3D8A7D8B9D985D8AFD8A7D8B1D983D983D988D8B4D8ADD8B0D987D985D8AAD983D986D8B3D8AED8A9D985D8B5D988D8B1D8A9.pdf,   التنمية الذاتية
3027,الكاتب كريم الشاذلى, ما لم يخبرني به أبي عن الحياة ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D985D8A7D984D985D98AD8AED8A8D8B1D986D98AD8A8D987D8A3D8A8D98AD8B9D986D8A7D984D8ADD98AD8A7D8A9__.pdf,   تطوير الذات
3028,الكاتب كريم الشاذلى, امرأة من طراز خاص ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D8A7D985D8B1D8A3D8A9D985D986D8B7D8B1D8A7D8B2D8AED8A7D8B5_m_.pdf,   التنمية الذاتية
3029,الكاتب كيث جرينت, القيادة مقدمة قصيرة جدا ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2021/08/D8A7D984D982D98AD8A7D8AFD8A9.pdf,   التنمية الذاتية
3030,الكاتب كيرت دبليو, قوانين الكاريزما ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D982D988D8A7D986D98AD986D8A7D984D983D8A7D8B1D98AD8B2D985D8A7.pdf,   تطوير الذات
3031,الكاتب كيفين هوجان, علم التأثير ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/06/D8B9D984D985D8A7D984D8AAD8A3D8ABD98AD8B1.pdf,   علم النفس
3032,الكاتب ليل لاوندس, كيف تجذب الناس كالمغناطيس ,https://www.arab-books.com/wp-content/plugins/pdf-viewer/stable/web/viewer.html?file=https://www.arab-books.com/wp-content/uploads/2020/04/D983D98AD981D8AAD8ACD8B0D8A8D8A7D984D986D8A7D8B3D983D8A7D984D985D8BAD986D8A7D8B7D98AD8B3.pdf,   التنمية الذاتية
