,author_name,book_name,book_category,book_language,number_of_pages,publisher,book_size
895,ادوارد بيدج ميتشل,تبادل الأرواح ,   الأدب العالمي المترجم  روايات عربية,Arabic,16, هنداوي,12
896,ادوارد بيدج ميتشل,تاكي بومب ,   الروايات العالمية المترجمة  روايات عربية,Arabic,24, هنداوي,12
897,ادوارد بيدج ميتشل,باطن الأرض ,   الروايات العالمية المترجمة,Arabic,16, هنداوي,12
898,ادوارد بيدج ميتشل,الفأر الشيطاني ,   الروايات العالمية المترجمة,Arabic,16, هنداوي,12
899,ادوارد بيدج ميتشل,العودة من العالم الآخر ,   الروايات العالمية المترجمة,Arabic,14, هنداوي,12
900,ادوارد بيدج ميتشل,الشجرة المنطاد ,   الروايات العالمية المترجمة  روايات عربية,Arabic,16, هنداوي,1
901,ادوارد بيدج ميتشل,السفينة الأسطورية ,   الروايات العالمية المترجمة  روايات عربية,Arabic,16, هنداوي,1
902,ادوارد بيدج ميتشل,الساعة التي دارت إلى الوراء ,   الروايات العالمية المترجمة  روايات عربية,Arabic,22, هنداوي,12
903,ادوارد بيدج ميتشل,الرحلة الرهيبة للقارب ,   الروايات العالمية المترجمة  روايات عربية,Arabic,20, هنداوي,12
904,ادوارد بيدج ميتشل,الرحلة الأخيرة للسفينة ,   الروايات العالمية المترجمة  روايات عربية,Arabic,22, هنداوي,12
905,ادوارد بيدج ميتشل,الرجل الشفاف ,   الروايات العالمية المترجمة  روايات عربية,Arabic,20, هنداوي,12
906,ادوارد بيدج ميتشل,ابنة السيناتور ,   القصص القصيرة المترجمة  الروايات العالمية المترجمة  روايات عربية,Arabic,24, هنداوي,12
907,ادوارد بيدج ميتشل,ابرع رجل في العالم ,   الروايات العالمية المترجمة  روايات عربية,Arabic,24, هنداوي,12
908,اريك دورتشميد, دور الصدفة والغباء في تغيير مجري التاريخ ,   التاريخ القديم  التاريخ الحديث,Arabic,418,  المدى,6.12
909,اسد رستم, مصطلح التاريخ ,   التاريخ القديم,Arabic,253,  تراث ,5.39
910,اسماعيل احمد ياغي, الدولة العثمانية في التاريخ الإسلامي الحديث ,   التاريخ الإسلامي,Arabic,328,  العبيكات,5.84
911,الإمام أبو حامد الغزالي, فضائل الأنام من رسائل حجة الإسلام  ,  العقيدة,Arabic,217, ال التونسية,4
912,الإمام أبو حامد الغزالي, الفصول في الأسئلة وأجوبتها  ,  العقيدة,Arabic,78, ال التونسية,2
913,الإمام أبو حامد الغزالي, أسرار المخلوقات  ,   اسلامية,Arabic,128,  المعارف,4
914,الإمام أبو حامد الغزالي, أداب النكاح وكسر الشهوتين  ,   اسلامية,Arabic,127,  المعارف,3
915,الإمام أبو حامد الغزالي, الوسيط في المذهب المجلد السابع  ,  العقيدة,Arabic,590,  السلام,10.5
916,الإمام أبو حامد الغزالي, الوسيط في المذهب المجلد السادس  ,  العقيدة,Arabic,498,  السلام,9
917,الإمام أبو حامد الغزالي, الوسيط في المذهب المجلد الخامس  ,  العقيدة,Arabic,490,  السلام,9
918,الإمام أبو حامد الغزالي, الوسيط في المذهب المجلد الرابع  ,  العقيدة,Arabic,598,  السلام,10
919,الإمام أبو حامد الغزالي,تلخيص  الوسيط في المذهب المجلد الأول  ,  العقيدة,Arabic,500,  السلام,9.5
920,الإمام أبو حامد الغزالي,تلخيص  الوسيط في المذهب المجلد الثالث  ,  العقيدة,Arabic,548, السلام,9
921,الإمام أبو حامد الغزالي,تلخيص  الوسيط في المذهب المجلد الثاني  ,  العقيدة,Arabic,750,  السلام,13
922,الإمام أبو حامد الغزالي,مقامات العلماء بين يدي الخلفاء والأمراء  ,  العقيدة,Arabic,86,  الكتب العلمية,2
923,الإمام أبو حامد الغزالي,فتاوى الإمام الغزالي  ,  العقيدة,Arabic,180, المعهد العالي العالمي  والتوزيع,2.5
924,الإمام أبو حامد الغزالي, المختارات الشعرية للإمام الغزالي ,  العقيدة,Arabic,153,  مدبولي الصغير,2
925,الإمام أبو حامد الغزالي, روضة الطالبين وعمدة السالكين  ,  العقيدة,Arabic,94,  النهضة الحديثة,1
926,الإمام أبو حامد الغزالي, المقصد الأسنى  ,  العقيدة,Arabic,184,  ابن حزم,2
927,الإمام أبو حامد الغزالي, أسرار الحج  ,  العقيدة,Arabic,160,  المنهاج,3
928,الإمام أبو حامد الغزالي, أداب الصحبة والمعاشرة  ,  العقيدة,Arabic,21,  العاني,1
929,الإمام أبو حامد الغزالي, القسطاس المستقيم  ,  العقيدة,Arabic,44, ال العلمية,2
930,الإمام أبو حامد الغزالي, مشكاة الأنوار ومصفاة الأسرار  ,  العقيدة,Arabic,115, علام الكتب,3
931,الإمام أبو حامد الغزالي, معارج القدس في مدارج معرفة النفس  ,  العقيدة,Arabic,168, هنداوي,4
932,الإمام أبو حامد الغزالي, محك النظر  ,  العقيدة,Arabic,274,  المنهاج,6
933,الإمام أبو حامد الغزالي, شفاء الغليل  ,   أصول الفقه,Arabic,744,  الرشاد  بغداد,11
934,الإمام أبو حامد الغزالي, الوجيز في فقه الإمام الشافعي ج2  ,   أصول الفقه,Arabic,294,  الأرقم,6
935,الإمام أبو حامد الغزالي, شفاء الغليل تحقيق  ,   أصول الفقه,Arabic,52,  الرشاد  بغداد,1.5
936,الإمام أبو حامد الغزالي, الوجيز في فقه الإمام الشافعي ج1  ,  العقيدة,Arabic,480,  الأرقم,10
937,الإمام أبو حامد الغزالي, مختصر إحياء علوم الدين  ,   اسلامية,Arabic,144,  الكتب الثقافية,4
938,الإمام أبو حامد الغزالي, الدرة الفاخرة في كشف علوم الاخرة  ,   اسلامية,Arabic,128, ال الثقافية,4
939,الإمام أبو حامد الغزالي, فضائح الباطنية  ,   اسلامية,Arabic,105, ال العصرية,6.5
940,الإمام أبو حامد الغزالي, إلجام العوام عن علم الكلام  ,   اسلامية,Arabic,22,  المنهاج,1
941,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حافظ 5  ,   اسلامية,Arabic,76, الميمان  والتوزيع,2.5
942,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حافظ 4  ,   اسلامية,Arabic,394, الميمان  والتوزيع,4.5
943,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حافظ 3  ,   اسلامية,Arabic,778, الميمان  والتوزيع,9
944,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حافظ 2  ,   اسلامية,Arabic,526,  الميمان  والتوزيع,6.5
945,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حافظ 1  ,   اسلامية,Arabic,370,  الميمان  والتوزيع,4.5
946,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حماد 2  ,   اسلامية,Arabic,986, الميمان  والتوزيع,21
947,الإمام أبو حامد الغزالي, المستصفى من علم الأصول ت حماد 1  ,   اسلامية,Arabic,48, الميمان  والتوزيع,1
948,الإمام أبو حامد الغزالي,تلخيص  مستصفى من علم الأصول  ,   اسلامية,Arabic,48, دا الميمان  والتوزيع,1
949,الإمام أبو حامد الغزالي, الأربعين في أصول الدين  ,  العقيدة,Arabic,151,  القلم,4.3
950,الإمام أبو حامد الغزالي, مجموعة رسائل الإمام الغزالي ,   اسلامية,Arabic,699, ال التوفيقية,13
951,الإمام أبو حامد الغزالي, منهاج العابدين  ,  العقيدة,Arabic,496,  الرسالة,12
952,الإمام أبو حامد الغزالي, بداية الهداية  ,  العقيدة,Arabic,355,  المنهاج,12
953,الإمام أبو حامد الغزالي, أيها الولد  ,  العقيدة,Arabic,99,  المنهاج,2
954,الإمام أبو حامد الغزالي, معيار العلم في المنطق  ,   الفلسفة والمنطق,Arabic,376,  الكتب العلمية,10
955,الإمام أبو حامد الغزالي, المستصفى من علم الأصول 2  ,  العقيدة,Arabic,422, ال العصرية,10
956,الإمام أبو حامد الغزالي, المستصفى من علم الأصول 1  ,  العقيدة,Arabic,335, ال العصرية,10
957,الإمام أبو حامد الغزالي, مختصر إحياء علوم الدين 2  ,  العقيدة,Arabic,144,  الكتب الثقافية,4
958,الإمام أبو حامد الغزالي, المهذب من إحياء علوم الدين ج2  ,  العقيدة,Arabic,520,  القلم,16
959,الإمام أبو حامد الغزالي, المهذب من إحياء علوم الدين ج1  ,  العقيدة,Arabic,512,  القلم,16
960,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد التاسع  ,  العقيدة,Arabic,655,  المنهاج,17
961,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد الثامن  ,  العقيدة,Arabic,607,  المنهاج,16
962,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد السابع  ,  العقيدة,Arabic,640,  المنهاج,15
963,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد السادس  ,  العقيدة,Arabic,736,  المنهاج,18
964,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد الخامس  ,  العقيدة,Arabic,735,  المنهاج,18
965,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد الرابع  ,  العقيدة,Arabic,800,  المنهاج,18
966,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد الثالث  ,  العقيدة,Arabic,607,  المنهاج,17
967,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد الثاني  ,  العقيدة,Arabic,591,  المنهاج,17
968,الإمام أبو حامد الغزالي, إحياء علوم الدين المجلد الأول  ,  العقيدة,Arabic,800,  المنهاج,18
969,الإمام أبو حامد الغزالي, إحياء علوم الدين المقدمات  ,  العقيدة,Arabic,512,  المنهاج,16
970,الإمام أبو حامد الغزالي, إحياء علوم الدين  ,  العقيدة  اسلامية,Arabic,1963,  ابن حزم,33
971,الجاحظ, المحاسن والأضداد ,  الثقافة العامة,Arabic,286,  هنداوي,11.98
972,الداعية مصطفى حسني, عيش اللحظة  مصطفى حسني,   اسلامية,Arabic,439, أطلس  والإنتاج الإعلامي,16.69
973,الدكتور إياد عبدالحافظ قنيبي, سيكولوجيا الانحراف ,   اسلامية,Arabic,19,  التحايا,1
974,الدكتور إياد عبدالحافظ قنيبي, نصرة للشريعة ,   اسلامية,Arabic,164,  التحايا,3
975,الدكتور إياد عبدالحافظ قنيبي, ندي تشتكي لعائشة ,   اسلامية,Arabic,88,  بداية,1
976,الدكتور إياد عبدالحافظ قنيبي, حسن الظن بالله ,  العقيدة,Arabic,202,  بداية ,1.3
977,الدكتور عبد الرحمن العيسوي, إضطرابات الطفولة والمراهقة وعلاجها ,   الأطفال,Arabic,292,  الراتب الجامعية  بيروت,7.68
978,الدكتور عبد الله ابراهيم عبد الرازق, تاريخ مصر والسودان الحديث والمعاصر ,   التاريخ الحديث,Arabic,346,  الثقافة  والتوزيع,7.75
979,الدكتور محمد بن عثمان الركبان, لب اللباب فى تحرير الأنساب ,   اسلامية,Arabic,452,  الكتب العربية,17.98
980,الدكتور نبيل فاروق, الدوامة ,  روايات بوليسية,Arabic,116,  العربية الحديثة  والتوزيع,10
981,الدكتور نبيل فاروق, أمطار الموت ,  روايات بوليسية,Arabic,56,  العربية الحديثة  والتوزيع,3.67
982,الدكتور نبيل فاروق, الطريق إلى قرطبة ,   روايات عربية,Arabic,71,  العربية الحديثة  والتوزيع,6.24
983,الدكتور نبيل فاروق, السماء المظلمة ,  روايات بوليسية,Arabic,58,  العربية الحديثة  والتوزيع,4.3
984,الدكتور نبيل فاروق, حذار من الحب ,  روايات بوليسية,Arabic,81,  العربية الحديثة  والتوزيع,9.28
985,الدكتور نبيل فاروق, زمن الدم ,  روايات بوليسية,Arabic,126,  العربية الحديثة  والتوزيع,11.71
986,الدكتور نبيل فاروق, قراصنة الزمن ,  روايات بوليسية,Arabic,102,  العربية الحديثة  والتوزيع,8.29
987,الدكتور نبيل فاروق, مثلث الغموض ,  روايات بوليسية,Arabic,58,  العربية الحديثة  والتوزيع,4.69
988,الدكتور نبيل فاروق, علامات الخوف ,  روايات بوليسية,Arabic,53,  العربية الحديثة  والتوزيع,4.39
989,الدكتور نبيل فاروق, زائر من المستقبل ,  روايات بوليسية,Arabic,67,  العربية الحديثة  والتوزيع,12.12
990,الدكتور نبيل فاروق, عزبة أبوهم , ,Arabic,76,  دون,7.79
991,الدكتور نبيل فاروق,المرأة مشكلة صنعها الرجل ,  روايات بوليسية,Arabic,80, المبدعون  والإعلان,10.73
992,الدكتور نبيل فاروق,خلف أسوار العقل ,  روايات بوليسية,Arabic,65,  العربية الحديثة  والتوزيع,9.7
993,الدكتور نبيل فاروق,الذين كانوا ,  روايات بوليسية,Arabic,169,  العربية الحديثة  والتوزيع,9.23
994,الدكتور نبيل فاروق,قلبي ليس للبيع ,  روايات بوليسية,Arabic,79,  العربية الحديثة  والتوزيع,9.37
995,الدكتور نبيل فاروق,الانفجار الحي ,  روايات بوليسية,Arabic,72,  العربية الحديثة  والتوزيع,5.53
996,الدكتور نبيل فاروق,الساحر ,  روايات بوليسية,Arabic,73,  العربية الحديثة  والتوزيع,5.9
997,الدكتور نبيل فاروق,الأفق الأخضر ,  روايات بوليسية,Arabic,54,  العربية الحديثة  والتوزيع,3.7
998,الدكتور نبيل فاروق,الإنفجار الحي ,  روايات بوليسية,Arabic,72,  العربية الحديثة  والتوزيع,5.53
999,الدكتور نبيل فاروق,رعب في الأعماق ,  روايات بوليسية,Arabic,68,  العربية الحديثة  والتوزيع,5.91
1000,الدكتور نبيل فاروق,نصف آلي ,  روايات بوليسية,Arabic,74,  العربية الحديثة  والتوزيع,5.5
1001,الدكتور نبيل فاروق,مصيدة الفضاء ,  روايات بوليسية,Arabic,126,  العربية الحديثة  والتوزيع,10.5
1002,الدكتور نبيل فاروق,الفجوة السوداء ,  روايات بوليسية,Arabic,119,  العربية الحديثة  والتوزيع,9.9
1003,الدكتور نبيل فاروق,الأرض المفقودة ,  روايات بوليسية,Arabic,122,  العربية الحديثة  والتوزيع,10.2
1004,الدكتور نبيل فاروق,بلا أثر ,  روايات بوليسية,Arabic,118,  العربية الحديثة  والتوزيع,11.3
1005,الدكتور نبيل فاروق,وجوه من ثلج ,  روايات بوليسية,Arabic,124,  العربية الحديثة  والتوزيع,11.9
1006,الدكتور نبيل فاروق,لهيب الرعب ,  روايات بوليسية,Arabic,112,  العربية الحديثة  والتوزيع,8.9
1007,الدكتور نبيل فاروق,دائرة الظل ,  روايات بوليسية,Arabic,112,  العربية الحديثة  والتوزيع,10.1
1008,الدكتور نبيل فاروق,وراء العقل ,  روايات بوليسية,Arabic,110,  العربية الحديثة  والتوزيع,6.3
1009,الدكتور نبيل فاروق, كوكب الطغاة ,  روايات بوليسية,Arabic,121,  العربية الحديثة  والتوزيع,10.3
1010,الدكتور نبيل فاروق,كرة النار ,  روايات بوليسية,Arabic,111,  العربية الحديثة  والتوزيع,8.6
1011,الدكتور نبيل فاروق,الرعب ,  روايات بوليسية,Arabic,126,  العربية الحديثة  والتوزيع,11.1
1012,الدكتور نبيل فاروق,طريق النجوم ,  روايات بوليسية,Arabic,104,  العربية الحديثة  والتوزيع,8.5
1013,الدكتور نبيل فاروق, لعنة الفضاء ,  روايات بوليسية,Arabic,53,  العربية الحديثة  والتوزيع,3.9
1014,الدكتور نبيل فاروق,حارس الأرواح ,  روايات بوليسية,Arabic,55,  العربية الحديثة  والتوزيع,4.8
1015,الدكتور نبيل فاروق,غزاة الفضاء ,  روايات بوليسية,Arabic,62,  العربية الحديثة  والتوزيع,4.7
1016,الدكتور نبيل فاروق,أنياب ومخالب ,  روايات بوليسية,Arabic,118,  العربية الحديثة  والتوزيع,11.6
1017,الدكتور نبيل فاروق,نقطة الصفر ,  روايات بوليسية,Arabic,75,  العربية الحديثة  والتوزيع,6.5
1018,الدكتور نبيل فاروق,شيطان الأجيال ,  روايات بوليسية,Arabic,50,  العربية الحديثة  والتوزيع,3.7
1019,الدكتور نبيل فاروق,أسرى الزمن ,  روايات بوليسية,Arabic,55,  العربية الحديثة  والتوزيع,4.1
1020,الدكتور نبيل فاروق,سجن القمر ,  روايات بوليسية,Arabic,59,  العربية الحديثة  والتوزيع,5.8
1021,الدكتور نبيل فاروق,المحيط الملتهب ,  روايات بوليسية,Arabic,56,  العربية الحديثة  والتوزيع,4.2
1022,الدكتور نبيل فاروق,قضية قتيل الفندق ,  روايات بوليسية,Arabic,49,  العربية الحديثة  والتوزيع,4.6
1023,الدكتور نبيل فاروق,الحرباء ,  روايات بوليسية,Arabic,140,  العربية الحديثة  والتوزيع,13.2
1024,الدكتور نبيل فاروق,النهر الأسود ,  روايات بوليسية,Arabic,57,  العربية الحديثة  والتوزيع,4.7
1025,الدكتور نبيل فاروق,المخاطر ,  روايات بوليسية,Arabic,26,  العربية الحديثة  والتوزيع,3.4
1026,الدكتور نبيل فاروق,مضيق النيران ,  روايات بوليسية,Arabic,61,  العربية الحديثة  والتوزيع,4.7
1027,الدكتور نبيل فاروق,أبواب الجحيم ,  روايات بوليسية,Arabic,31,  العربية الحديثة  والتوزيع,3.8
1028,الدكتور نبيل فاروق,عقول الشر ,  روايات بوليسية,Arabic,55,  العربية الحديثة  والتوزيع,5.1
1029,الدكتور نبيل فاروق,ثقب في التاريخ ,  روايات بوليسية,Arabic,54,  العربية الحديثة  والتوزيع,4
1030,الدكتور نبيل فاروق,بلا رؤوس ,  روايات بوليسية,Arabic,113,  العربية الحديثة  والتوزيع,11.4
1031,الدكتور نبيل فاروق, أنت جيش عدوك ,  روايات بوليسية,Arabic,224,  العربية الحديثة  والتوزيع,2
1032,الدكتور نبيل فاروق,لغز المتحف الحديث ,  روايات بوليسية,Arabic,112,  العربية الحديثة  والتوزيع,10.3
1033,الدكتور نبيل فاروق,الزئبق الجاف ,  روايات بوليسية,Arabic,79,  العربية الحديثة  والتوزيع,7.6
1034,الدكتور نبيل فاروق,الرمال الحية ,  روايات بوليسية,Arabic,120,  العربية الحديثة  والتوزيع,10.3
1035,الدكتور نبيل فاروق,الأعماق ,  روايات بوليسية,Arabic,109,  العربية الحديثة  والتوزيع,8.6
1036,الدكتور نبيل فاروق, العاصفة ,  روايات بوليسية,Arabic,119,  العربية الحديثة  والتوزيع,8.6
1037,الدكتور نبيل فاروق, الفارس الثاني ,  روايات بوليسية,Arabic,119,  العربية الحديثة  والتوزيع,11
1038,الدكتور نبيل فاروق, الخدعة الأخيرة ,  روايات بوليسية,Arabic,31,  العربية الحديثة  والتوزيع,3.8
1039,الدكتور نبيل فاروق, الخطوة الأولى ,  روايات بوليسية,Arabic,55,  العربية الحديثة  والتوزيع,4.6
1040,الدكتور نبيل فاروق, حلفاء الشر ,  روايات بوليسية,Arabic,30,  العربية الحديثة  والتوزيع,3.8
1041,الدكتور نبيل فاروق, الجليد الدامي ,  روايات بوليسية,Arabic,32,  العربية الحديثة  والتوزيع,4.6
1042,الدكتور نبيل فاروق, بلا رحمة ,  روايات بوليسية,Arabic,127,  العربية الحديثة  والتوزيع,8.9
1043,الدكتور نبيل فاروق,الخنجر الفضي ,  روايات بوليسية,Arabic,35,  العربية الحديثة  والتوزيع,4.7
1044,الدكتور نبيل فاروق,المؤامرة الخفية ,  روايات بوليسية,Arabic,30,  العربية الحديثة  والتوزيع,3.9
1045,الدكتور نبيل فاروق, أعماق الخطر ,  روايات بوليسية,Arabic,47,  العربية الحديثة  والتوزيع,3.5
1046,الدكتور نبيل فاروق, قراصنة الجو ,  روايات بوليسية,Arabic,29,  العربية الحديثة  والتوزيع,3.7
1047,الدكتور نبيل فاروق,الرمال المحرقة ,  روايات بوليسية,Arabic,53,  العربية الحديثة  والتوزيع,4.2
1048,الدكتور نبيل فاروق, عيون الهلاك ,  روايات بوليسية,Arabic,54,  العربية الحديثة  والتوزيع,4.31
1049,الدكتور نبيل فاروق,ظل الأرض ,   روايات عربية,Arabic,473,  العربية الحديثة  والتوزيع,30.72
1050,الدكتور نبيل فاروق,أشباح ولكن ,  روايات بوليسية,Arabic,25,  العربية الحديثة  والتوزيع,4.1
1051,الدكتور نبيل فاروق, الصراع الشيطاني ,  روايات بوليسية,Arabic,60,  العربية الحديثة  والتوزيع,4.8
1052,الدكتور نبيل فاروق, العين الثالثة ,  روايات بوليسية,Arabic,48,  العربية الحديثة  والتوزيع,3.4
1053,الدكتور نبيل فاروق, مخلب الشيطان ,  روايات بوليسية,Arabic,60,  العربية الحديثة  والتوزيع,7.5
1054,الدكتور نبيل فاروق, عقارب الساعة ,  روايات بوليسية,Arabic,124,  العربية الحديثة  والتوزيع,11.7
1055,الدكتور نبيل فاروق, قناع الخطر ,  روايات بوليسية,Arabic,32,  العربية الحديثة  والتوزيع,8.9
1056,الدكتور نبيل فاروق, مهنتي القتل ,  روايات بوليسية,Arabic,48,  العربية الحديثة  والتوزيع,3.6
1057,الدكتور نبيل فاروق, نيران الكون ,  روايات بوليسية,Arabic,71,  العربية الحديثة  والتوزيع,6.3
1058,الدكتور نبيل فاروق, نقطة التماس ,  روايات بوليسية,Arabic,129,  العربية الحديثة  والتوزيع,11.3
1059,الدكتور نبيل فاروق,ألف عصر ,  روايات بوليسية,Arabic,121,  العربية الحديثة  والتوزيع,10.2
1060,الدكتور نبيل فاروق,عبر العصور ,  روايات بوليسية,Arabic,55,  العربية الحديثة  والتوزيع,4.1
1061,الدكتور نبيل فاروق,الارتجاج القاتل ,  روايات بوليسية,Arabic,60,  العربية الحديثة  والتوزيع,4.7
1062,الدكتور نبيل فاروق,الغزاة ,  روايات بوليسية,Arabic,111,  العربية الحديثة,9.9
1063,الدكتور نبيل فاروق,الانفجار ,  روايات بوليسية,Arabic,74,  العربية الحديثة,6.4
1064,الدكتور نبيل فاروق,الخصم الرهيب ,  روايات بوليسية,Arabic,93,  العربية الحديثة,8.6
1065,الدكتور نبيل فاروق, العدو الخارق ,  روايات بوليسية,Arabic,121,  العربية الحديثة,10.3
1066,الدكتور نبيل فاروق,الكهف ,  روايات بوليسية,Arabic,72,  العربية الحديثة,6.4
1067,الدكتور نبيل فاروق,المفقودون ,  روايات بوليسية,Arabic,87,  العربية الحديثة  والتوزيع,6.4
1068,الدكتور نبيل فاروق,أنياب ,  روايات بوليسية,Arabic,111,  العربية الحديثة  والتوزيع,6.8
1069,الدكتور نبيل فاروق,المخ ,  روايات بوليسية,Arabic,88,  العربية الحديثة  والتوزيع,7.6
1070,الدكتور نبيل فاروق,الثعابين ,  روايات بوليسية,Arabic,111,  العربية الحديثة  والتوزيع,6.9
1071,الدكتور نبيل فاروق, أطلال الماضي ,  روايات بوليسية,Arabic,88,  العربية الحديثة  والتوزيع,6.4
1072,الدكتور نبيل فاروق, كرة النار ,  روايات بوليسية,Arabic,111,  العربية الحديثة  والتوزيع,8.6
1073,الدكتور نبيل فاروق, الجليد المشتعل ,  روايات بوليسية,Arabic,58,  العربية الحديثة  والتوزيع,5.4
1074,الدكتور نبيل فاروق,مرآة الغد ,  روايات بوليسية,Arabic,56,  العربية الحديثة  والتوزيع,3
1075,الدكتور نبيل فاروق,الموت الأزرق ,  روايات بوليسية,Arabic,61,  العربية الحديثة  والتوزيع,4.4
1076,الدكتور نبيل فاروق, زمن الشر ,  روايات بوليسية,Arabic,73,  العربية الحديثة  والتوزيع,7.4
1077,الدكتور نبيل فاروق, منطقة الرعب ,  روايات بوليسية,Arabic,63,  العربية الحديثة  والتوزيع,5.3
1078,الدكتور نبيل فاروق,نيران المستقبل ,  روايات بوليسية,Arabic,89,  العربية الحديثة  والتوزيع,7.2
1079,الدكتور نبيل فاروق,عملية مونت كارلو ,  روايات بوليسية,Arabic,30,  العربية الحديثة  والتوزيع,3.7
1080,الدكتور نبيل فاروق, العاصفة النووية ,  روايات بوليسية,Arabic,126,  العربية الحديثة  والتوزيع,10.7
1081,الدكتور نبيل فاروق, الأرض الثانية ,  روايات بوليسية,Arabic,55,  العربية الحديثة  والتوزيع,5
1082,الدكتور نبيل فاروق, الهدف القاتل ,  روايات بوليسية,Arabic,25,  العربية الحديثة,3
1083,الدكتور نبيل فاروق,بلا جسد ,  روايات بوليسية,Arabic,110,  العربية الحديثة,9.6
1084,الدكتور نبيل فاروق, بلا وعي ,  روايات بوليسية,Arabic,95,  العربية الحديثة,3.2
1085,الدكتور نبيل فاروق, الكوكب الملعون ,  روايات بوليسية,Arabic,116,  العربية الحديثة,9.8
1086,الدكتور نبيل فاروق, جدي الحبيب ,  روايات بوليسية,Arabic,152,  العربية الحديثة,29.7
1087,الدكتور نبيل فاروق, الظلال الرهيبة ,  روايات بوليسية,Arabic,118,  العربية الحديثة,10.6
1088,الدكتور نبيل فاروق, الأمل الفيروزي ,  روايات بوليسية,Arabic,63,  العربية الحديثة,5.8
1089,الدكتور نبيل فاروق,التوءم الرهيب ,  روايات بوليسية,Arabic,122,  العربية الحديثة,11.7
1090,الدكتور نبيل فاروق, ذئب الأحراش ,  روايات بوليسية,Arabic,28,  العربية الحديثة,7.8
1091,الدكتور نبيل فاروق, جنون طائرة ,  روايات بوليسية,Arabic,60,  العربية الحديثة,4.6
1092,الدكتور نبيل فاروق,بذور الشر ,  روايات بوليسية,Arabic,71,  العربية الحديثة,5.1
1093,الدكتور نبيل فاروق, السيف البلوري ,  روايات بوليسية,Arabic,52,  العربية الحديثة,3.7
1094,الدكتور نبيل فاروق,فودو ,  روايات بوليسية,Arabic,103,  العربية الحديثة,6.7
1095,الدكتور نبيل فاروق, لعنة البحر ,  روايات بوليسية,Arabic,95,  العربية الحديثة,8.2
1096,الدكتور نبيل فاروق, الضباب القاتل ,  روايات بوليسية,Arabic,60,  العربية الحديثة,4.5
1097,الدكتور نبيل فاروق,غريم الشيطان ,  روايات بوليسية,Arabic,62,  العربية الحديثة,5.1
1098,الدكتور نبيل فاروق, بصمة الموت ,  روايات بوليسية,Arabic,118,  العربية الحديثة,9.8
1099,الدكتور نبيل فاروق, غزو الأرض ,  روايات بوليسية,Arabic,59,  العربية الحديثة,6
1100,الدكتور نبيل فاروق, الثلوج الساخنة ,  روايات بوليسية,Arabic,52,  العربية الحديثة,3
1101,الدكتور نبيل فاروق, الخدعة الأخيرة ,  روايات بوليسية,Arabic,31,  العربية الحديثة,3.8
1102,الدكتور نبيل فاروق, الحرباء ,  روايات بوليسية,Arabic,140,  العربية الحديثة,13.2
1103,الدكتور نبيل فاروق,ابن الشيطان ,  روايات بوليسية,Arabic,60,  العربية الحديثة,5.3
1104,الدكتور نبيل فاروق, نهاية العالم ,  روايات بوليسية,Arabic,153,  العربية الحديثة,19.6
1105,الدكتور نبيل فاروق, العقول المعدنية ,  روايات بوليسية,Arabic,55,  العربية الحديثة,4.1
1106,الدكتور نبيل فاروق,الوباء الجهنمي ,  روايات بوليسية,Arabic,61,  العربية الحديثة,5.2
1107,الدكتور نبيل فاروق,لعنة الدم ,  روايات بوليسية,Arabic,128,  العربية الحديثة,11.8
1108,الدكتور نبيل فاروق,طريق الأشباح ,  روايات بوليسية,Arabic,59,  العربية الحديثة,4.8
1109,الدكتور نبيل فاروق, لعبة المحترفين ,  روايات بوليسية,Arabic,44,  العربية الحديثة,3.3
1110,الدكتور نبيل فاروق, قتال الذئاب ,  روايات بوليسية,Arabic,32,  العربية الحديثة,3.7
1111,الدكتور نبيل فاروق,خيط اللهب ,  روايات بوليسية,Arabic,54,  العربية الحديثة,3.7
1112,الدكتور نبيل فاروق,الزمن المفقود ,  روايات بوليسية,Arabic,61,  العربية الحديثة,4.8
1113,الدكتور نبيل فاروق,صرع ,  روايات بوليسية,Arabic,144,  العربية الحديثة,12.5
1114,الدكتور نبيل فاروق, صحوة الشر ,  روايات بوليسية,Arabic,68,  العربية الحديثة,5.6
1115,الدكتور نبيل فاروق, أمير الظلام ,  روايات بوليسية,Arabic,59,  العربية الحديثة,4.1
1116,الدكتور نبيل فاروق, المقاتل الأخير ,  روايات بوليسية,Arabic,60,  العربية الحديثة,4.8
1117,الدكتور نبيل فاروق, أبواب الموت ,  روايات بوليسية,Arabic,52,  العربية الحديثة,4
